598067,Kaul,7
598067,Morkel,7
598067,Nadeem,7
598067,Pathan,10
598067,Yadav,5
598067,Dinda,11
598067,Kumar,11
598067,Mathews,6
598067,Murtaza,9
598067,Parnell,5
598067,Yuvraj Singh,1
