598073,53118,DR Smith,4,4,0
598073,333904,AP Tare,0,1,0
598073,30045,KD Karthik,21,26,0
598073,34102,RG Sharma,2,5,0
598073,33141,AT Rayudu,37,36,0
598073,230559,KA Pollard,60,32,3
598073,29264,Harbhajan Singh,14,8,0
598073,290727,R Dhawan,3,3,0
598073,6033,MG Johnson,1,2,0
598073,49758,SL Malinga,0,2,0
598073,32130,PP Ojha,1,1,0
598073,5939,MEK Hussey,1,2,0
598073,237095,M Vijay,18,20,0
598073,33335,SK Raina,0,1,0
598073,26806,S Badrinath,0,3,0
598073,51439,DJ Bravo,15,16,0
598073,234675,RA Jadeja,0,2,0
598073,28081,MS Dhoni,63,45,5
598073,46248,JA Morkel,10,10,1
598073,439952,CH Morris,0,1,0
598073,26421,R Ashwin,9,18,0
598073,537119,MM Sharma,0,2,0
