598005,8180,SR Watson,5,10,0
598005,277916,AM Rahane,36,34,1
598005,28114,R Dravid,17,20,0
598005,27223,STR Binny,14,11,0
598005,5674,BJ Hodge,46,31,0
598005,371814,KK Cooper,0,2,0
598005,36071,DH Yagnik,16,11,1
598005,34274,S Sreesanth,1,2,0
598005,27280,MS Bisla,1,4,0
598005,28763,G Gambhir,22,22,1
598005,45789,JH Kallis,0,1,0
598005,35565,MK Tiwary,14,13,0
598005,24598,EJG Morgan,51,38,3
598005,32498,YK Pathan,0,2,0
598005,34019,LR Shukla,2,9,0
598005,26907,R Bhatia,12,7,0
598005,6278,B Lee,5,6,0
598005,481896,Mohammed Shami,5,10,0
598005,230558,SP Narine,2,2,0
