598004,51880,CH Gayle,1,2,0
598004,48472,TM Dilshan,5,9,0
598004,253802,V Kohli,46,44,1
598004,398439,KK Nair,9,9,0
598004,5961,MC Henriques,44,40,0
598004,398438,MA Agarwal,7,8,0
598004,319745,KB Arun Karthik,0,1,0
598004,35731,R Vinay Kumar,7,4,0
598004,30049,M Kartik,2,2,0
598004,390484,JD Unadkat,1,1,0
598004,376109,PA Reddy,23,21,0
598004,32242,PA Patel,2,4,0
598004,8291,CL White,5,9,0
598004,452044,GH Vihari,44,46,0
598004,50710,KC Sangakkara,16,17,0
598004,233514,NLTC Perera,7,8,0
598004,31107,A Mishra,0,0,0
598004,389605,A Ashish Reddy,14,12,1
598004,47492,DW Steyn,3,3,0
