598050,53118,DR Smith,47,53,0
598050,35320,SR Tendulkar,48,28,0
598050,30045,KD Karthik,34,18,2
598050,34102,RG Sharma,16,11,1
598050,230559,KA Pollard,4,4,0
598050,33141,AT Rayudu,0,0,0
598050,29264,Harbhajan Singh,0,0,0
598050,6033,MG Johnson,10,6,1
598050,27280,MS Bisla,17,19,0
598050,28763,G Gambhir,0,2,0
598050,45789,JH Kallis,24,26,1
598050,32498,YK Pathan,13,8,1
598050,24598,EJG Morgan,5,10,0
598050,328163,DB Das,23,17,2
598050,46393,R McLaren,1,3,0
598050,26907,R Bhatia,4,5,0
598050,277237,Iqbal Abdulla,6,11,0
598050,230558,SP Narine,3,6,0
598050,26829,L Balaji,0,3,0
