598062,5939,MEK Hussey,26,26,0
598062,237095,M Vijay,31,23,1
598062,33335,SK Raina,7,11,0
598062,28081,MS Dhoni,58,35,4
598062,234675,RA Jadeja,24,17,0
598062,51439,DJ Bravo,12,8,0
598062,35263,V Sehwag,0,2,0
598062,446499,UBT Chand,16,12,1
598062,44149,J Botha,23,20,1
598062,219889,DA Warner,44,37,1
598062,290716,KM Jadhav,2,4,0
598062,7547,BJ Rohrer,4,5,0
598062,47850,RE van der Merwe,14,16,0
598062,32685,IK Pathan,4,5,0
598062,376116,UT Yadav,12,9,1
598062,31820,A Nehra,0,1,0
598062,326017,S Kaul,7,9,0
