598006,7133,RT Ponting,0,6,0
598006,35320,SR Tendulkar,1,1,0
598006,30045,KD Karthik,86,48,2
598006,34102,RG Sharma,74,50,5
598006,230559,KA Pollard,13,7,1
598006,33141,AT Rayudu,24,8,2
598006,29264,Harbhajan Singh,1,1,0
598006,446499,UBT Chand,0,1,0
598006,219889,DA Warner,61,37,4
598006,49289,DPMD Jayawardene,3,6,0
598006,390480,MC Juneja,49,40,0
598006,49700,BMAJ Mendis,0,1,0
598006,32685,IK Pathan,10,12,0
598006,290716,KM Jadhav,1,2,0
598006,31872,S Nadeem,2,3,0
598006,46538,M Morkel,23,9,1
598006,31820,A Nehra,1,5,0
598006,376116,UT Yadav,5,4,0
