598002,7133,RT Ponting,6,10,0
598002,35320,SR Tendulkar,0,1,0
598002,30045,KD Karthik,37,25,1
598002,34102,RG Sharma,8,10,0
598002,33141,AT Rayudu,7,10,0
598002,230559,KA Pollard,57,38,5
598002,53118,DR Smith,3,5,0
598002,29264,Harbhajan Singh,21,21,1
598002,5939,MEK Hussey,20,23,0
598002,237095,M Vijay,5,8,0
598002,33335,SK Raina,10,7,0
598002,51439,DJ Bravo,10,17,0
598002,26806,S Badrinath,16,16,0
598002,28081,MS Dhoni,51,26,3
598002,234675,RA Jadeja,16,11,1
598002,26421,R Ashwin,2,5,0
598002,315623,B Laughlin,0,1,0
598002,591650,AS Rajpoot,2,6,0
598002,6981,DP Nannes,0,0,0
