598055,35582,RV Uthappa,11,13,0
598055,5334,AJ Finch,10,11,0
598055,290630,MK Pandey,29,29,1
598055,36084,Yuvraj Singh,33,29,2
598055,49764,AD Mathews,0,2,0
598055,32091,AM Nayar,11,14,0
598055,272262,KW Richardson,8,16,0
598055,378496,Parvez Rasool,4,5,0
598055,326016,B Kumar,2,2,0
598055,53118,DR Smith,0,1,0
598055,35320,SR Tendulkar,15,13,0
598055,30045,KD Karthik,17,25,1
598055,34102,RG Sharma,37,41,0
598055,33141,AT Rayudu,26,23,1
598055,325026,GJ Maxwell,13,7,1
598055,29264,Harbhajan Singh,4,3,0
