598027,51880,CH Gayle,175,66,17
598027,48472,TM Dilshan,33,36,0
598027,253802,V Kohli,11,9,1
598027,44936,AB de Villiers,31,8,3
598027,35390,SS Tiwary,2,2,0
598027,52912,R Rampaul,0,1,0
598027,35582,RV Uthappa,0,2,0
598027,5334,AJ Finch,18,15,0
598027,36084,Yuvraj Singh,16,14,0
598027,23460,LJ Wright,7,3,1
598027,267192,SPD Smith,41,31,0
598027,272450,MR Marsh,24,23,2
598027,31001,M Manhas,11,13,0
598027,326016,B Kumar,6,12,0
598027,26490,AG Murtaza,5,4,0
598027,447439,IC Pandey,0,2,0
598027,227712,AB Dinda,1,1,0
