598044,49289,DPMD Jayawardene,11,12,1
598044,35263,V Sehwag,8,17,0
598044,446499,UBT Chand,17,24,0
598044,219889,DA Warner,8,15,0
598044,49700,BMAJ Mendis,11,9,0
598044,290716,KM Jadhav,3,4,0
598044,32685,IK Pathan,13,19,0
598044,44149,J Botha,1,7,0
598044,31872,S Nadeem,0,3,0
598044,31820,A Nehra,0,1,0
598044,376116,UT Yadav,2,5,0
598044,32242,PA Patel,14,18,0
598044,28235,S Dhawan,22,16,0
598044,389605,A Ashish Reddy,5,6,0
598044,53115,DJG Sammy,18,20,1
598044,50710,KC Sangakkara,8,14,0
598044,452044,GH Vihari,11,9,0
