598020,Agarkar,8
598020,Morkel,7
598020,Nadeem,4
598020,Pathan,9
598020,Yadav,7
598020,Ashwin,9
598020,Bravo,3
598020,Jadeja,7
598020,Morkel,10
598020,Morris,7
598020,Sharma,8
