598035,326016,B Kumar,0,24,30,0
598035,272262,KW Richardson,0,24,38,0
598035,227712,AB Dinda,3,24,31,0
598035,272994,R Sharma,1,18,23,0
598035,23460,LJ Wright,0,6,16,0
598035,36084,Yuvraj Singh,0,12,9,0
598035,32091,AM Nayar,1,12,15,0
598035,32685,IK Pathan,2,24,29,1
598035,376116,UT Yadav,2,24,24,0
598035,46538,M Morkel,0,24,36,0
598035,31820,A Nehra,0,24,27,0
598035,31872,S Nadeem,0,24,30,0
