598006,32685,IK Pathan,1,24,37,1
598006,31820,A Nehra,2,24,49,0
598006,46538,M Morkel,1,24,43,0
598006,376116,UT Yadav,0,18,28,0
598006,31872,S Nadeem,0,18,26,0
598006,49700,BMAJ Mendis,0,12,20,0
598006,29264,Harbhajan Singh,1,24,25,0
598006,49758,SL Malinga,1,24,20,0
598006,6033,MG Johnson,2,24,49,0
598006,32130,PP Ojha,2,24,34,0
598006,230559,KA Pollard,2,24,35,0
