598057,32540,CA Pujara,5,14,0
598057,51880,CH Gayle,33,36,1
598057,253802,V Kohli,17,14,0
598057,44936,AB de Villiers,28,22,1
598057,5961,MC Henriques,11,11,0
598057,35390,SS Tiwary,1,3,0
598057,35731,R Vinay Kumar,14,13,0
598057,52912,R Rampaul,0,3,0
598057,310958,A Mithun,2,2,0
598057,30049,M Kartik,0,1,0
598057,390484,JD Unadkat,1,1,0
598057,27280,MS Bisla,0,2,0
598057,28763,G Gambhir,14,15,0
598057,45789,JH Kallis,41,45,0
598057,32498,YK Pathan,18,16,1
598057,35565,MK Tiwary,24,27,0
598057,47660,RN ten Doeschate,11,7,0
598057,26907,R Bhatia,3,4,0
