598071,32242,PA Patel,1,3,0
598071,28235,S Dhawan,33,39,0
598071,452044,GH Vihari,1,8,0
598071,8291,CL White,31,28,0
598071,53115,DJG Sammy,29,21,3
598071,233514,NLTC Perera,11,6,1
598071,430125,BB Samantray,14,11,0
598071,30288,KV Sharma,2,2,0
598071,47492,DW Steyn,4,2,0
598071,28114,R Dravid,12,10,0
598071,277916,AM Rahane,18,20,1
598071,8180,SR Watson,24,15,0
598071,36071,DH Yagnik,0,4,0
598071,27223,STR Binny,2,6,0
598071,425943,SV Samson,10,21,0
598071,5674,BJ Hodge,54,29,5
598071,270484,JP Faulkner,11,11,0
