598017,219889,DA Warner,15,13,0
598017,35263,V Sehwag,25,23,0
598017,390480,MC Juneja,17,16,0
598017,49289,DPMD Jayawardene,28,31,0
598017,7547,BJ Rohrer,14,14,0
598017,290716,KM Jadhav,29,16,1
598017,32685,IK Pathan,19,8,1
598017,51880,CH Gayle,13,9,2
598017,422108,KL Rahul,12,12,0
598017,253802,V Kohli,65,50,1
598017,44936,AB de Villiers,39,32,1
598017,6553,AB McDonald,0,2,0
598017,319745,KB Arun Karthik,5,5,0
598017,35261,J Syed Mohammad,1,2,0
598017,35731,R Vinay Kumar,1,1,0
598017,52912,R Rampaul,12,7,1
