598033,53118,DR Smith,50,36,3
598033,35320,SR Tendulkar,23,13,0
598033,30045,KD Karthik,43,33,1
598033,34102,RG Sharma,10,8,0
598033,230559,KA Pollard,34,16,3
598033,33141,AT Rayudu,0,0,0
598033,29264,Harbhajan Singh,16,8,0
598033,6033,MG Johnson,9,5,1
598033,49758,SL Malinga,0,1,0
598033,51880,CH Gayle,18,20,1
598033,48472,TM Dilshan,13,18,0
598033,253802,V Kohli,1,4,0
598033,44936,AB de Villiers,2,3,0
598033,35390,SS Tiwary,21,19,1
598033,319745,KB Arun Karthik,12,8,1
598033,35261,J Syed Mohammad,9,11,0
598033,52912,R Rampaul,23,18,0
598033,35731,R Vinay Kumar,26,20,0
