597998,446499,UBT Chand,0,1,0
597998,219889,DA Warner,21,19,0
597998,49289,DPMD Jayawardene,66,52,1
597998,390480,MC Juneja,8,9,0
597998,32102,NV Ojha,9,9,0
597998,44149,J Botha,7,6,0
597998,32685,IK Pathan,4,7,0
597998,276298,AD Russell,4,8,0
597998,31872,S Nadeem,4,8,0
597998,31820,A Nehra,0,1,0
597998,376116,UT Yadav,0,0,0
597998,27280,MS Bisla,4,9,0
597998,28763,G Gambhir,41,29,1
597998,45789,JH Kallis,23,20,0
597998,35565,MK Tiwary,23,23,0
597998,24598,EJG Morgan,14,15,0
597998,32498,YK Pathan,18,16,1
