598053,27280,MS Bisla,12,13,0
598053,28763,G Gambhir,50,44,0
598053,45789,JH Kallis,2,6,0
598053,24598,EJG Morgan,15,15,0
598053,47660,RN ten Doeschate,31,21,1
598053,32498,YK Pathan,3,6,0
598053,35565,MK Tiwary,15,10,0
598053,26907,R Bhatia,13,5,1
598053,35582,RV Uthappa,31,35,0
598053,5334,AJ Finch,5,5,0
598053,36084,Yuvraj Singh,1,2,0
598053,262533,UA Birla,7,14,0
598053,49764,AD Mathews,40,28,4
598053,272450,MR Marsh,5,8,0
598053,33440,M Rawat,5,11,0
598053,265564,WD Parnell,5,7,0
598053,326016,B Kumar,1,3,0
598053,378496,Parvez Rasool,1,4,0
598053,431876,K Upadhyay,1,1,0
