598065,32242,PA Patel,2,6,0
598065,28235,S Dhawan,1,3,0
598065,452044,GH Vihari,19,28,0
598065,8291,CL White,0,1,0
598065,430125,BB Samantray,55,46,1
598065,53115,DJG Sammy,23,19,1
598065,233514,NLTC Perera,17,13,0
598065,47492,DW Steyn,0,1,0
598065,30288,KV Sharma,4,3,0
598065,31107,A Mishra,0,0,0
598065,28114,R Dravid,25,24,1
598065,277916,AM Rahane,12,25,1
598065,8180,SR Watson,11,20,0
598065,425943,SV Samson,5,7,0
598065,27223,STR Binny,8,8,0
598065,5674,BJ Hodge,8,7,0
598065,432783,Sachin Baby,3,7,0
598065,270484,JP Faulkner,6,3,1
598065,371814,KK Cooper,26,12,1
598065,587152,PV Tambe,3,6,0
598065,35353,SK Trivedi,0,1,0
