598001,300631,MDKJ Perera,14,12,0
598001,277916,AM Rahane,28,24,0
598001,28114,R Dravid,65,51,2
598001,27223,STR Binny,40,20,3
598001,5674,BJ Hodge,5,7,0
598001,371814,KK Cooper,2,2,0
598001,371150,AL Menaria,1,2,0
598001,34274,S Sreesanth,0,0,0
598001,390547,R Shukla,1,2,0
598001,219889,DA Warner,77,56,1
598001,446499,UBT Chand,23,19,1
598001,49289,DPMD Jayawardene,19,16,0
598001,390480,MC Juneja,20,18,1
598001,276298,AD Russell,7,6,0
598001,44149,J Botha,2,3,0
598001,32685,IK Pathan,1,1,0
598001,32102,NV Ojha,0,1,0
