598059,49289,DPMD Jayawardene,4,4,0
598059,35263,V Sehwag,23,21,1
598059,47850,RE van der Merwe,8,9,0
598059,219889,DA Warner,40,36,1
598059,390480,MC Juneja,14,20,0
598059,290716,KM Jadhav,0,2,0
598059,44149,J Botha,1,2,0
598059,32685,IK Pathan,14,17,0
598059,26184,AB Agarkar,9,9,0
598059,5390,AC Gilchrist,6,3,0
598059,398506,Mandeep Singh,24,15,0
598059,232284,LA Pomersbach,18,10,0
598059,321777,DA Miller,34,39,0
598059,532856,M Vohra,8,11,0
598059,5766,DJ Hussey,20,21,1
598059,32966,PP Chawla,5,3,0
