598046,53118,DR Smith,22,24,1
598046,35320,SR Tendulkar,15,18,1
598046,30045,KD Karthik,23,23,1
598046,230559,KA Pollard,1,3,0
598046,34102,RG Sharma,39,30,1
598046,33141,AT Rayudu,10,11,0
598046,29264,Harbhajan Singh,25,11,2
598046,5939,MEK Hussey,22,26,1
598046,237095,M Vijay,2,4,0
598046,33335,SK Raina,0,1,0
598046,26806,S Badrinath,0,3,0
598046,51439,DJ Bravo,9,7,0
598046,26421,R Ashwin,2,8,0
598046,28081,MS Dhoni,10,12,0
598046,234675,RA Jadeja,20,16,0
598046,439952,CH Morris,1,4,0
598046,537119,MM Sharma,0,3,0
598046,315623,B Laughlin,4,8,0
