598063,325026,GJ Maxwell,23,17,3
598063,333904,AP Tare,59,37,1
598063,30045,KD Karthik,21,21,0
598063,34102,RG Sharma,14,9,0
598063,230559,KA Pollard,17,14,1
598063,33141,AT Rayudu,7,7,0
598063,29264,Harbhajan Singh,15,7,1
598063,6033,MG Johnson,2,7,0
598063,49758,SL Malinga,1,1,0
598063,28114,R Dravid,4,5,0
598063,277916,AM Rahane,4,8,0
598063,270484,JP Faulkner,12,13,0
598063,425943,SV Samson,4,4,0
598063,8180,SR Watson,19,16,2
598063,27223,STR Binny,37,29,1
598063,36071,DH Yagnik,10,14,0
598063,5674,BJ Hodge,39,27,0
598063,371814,KK Cooper,7,4,1
